bdrc-W3CN3207	['unlisted items that should be listed:']
bdrc-W4CZ354413	['items in buddhist-digital-resource-center-restricted that should not be:']
bdrc-W1KG13802	['items not in buddhist-digital-resource-center-restricted that should be:', 'items not in inlibrary that should be:', 'items not in geo_restricted that should be:']
bdrc-W1KG24215	['items not in buddhist-digital-resource-center-restricted that should be:', 'items not in geo_restricted that should be:']
bdrc-W1PD105783	['items not in buddhist-digital-resource-center-restricted that should be:', 'items not in inlibrary that should be:']
bdrc-W3CN3329	['items not in buddhist-digital-resource-center-restricted that should be:', 'items not in inlibrary that should be:']
bdrc-W3CN5475	['items not in buddhist-digital-resource-center-restricted that should be:', 'items not in inlibrary that should be:']
bdrc-W00KG0619	['items in inlibrary that should not be:']
bdrc-W1AB6	['items in inlibrary that should not be:']
bdrc-W1AB7	['items in inlibrary that should not be:']
bdrc-W1KG109088	['items in inlibrary that should not be:']
bdrc-W1KG109094	['items in inlibrary that should not be:']
bdrc-W1KG109095	['items in inlibrary that should not be:']
bdrc-W1KG109096	['items in inlibrary that should not be:']
bdrc-W1KG109097	['items in inlibrary that should not be:']
bdrc-W1KG109098	['items in inlibrary that should not be:']
bdrc-W1KG109099	['items in inlibrary that should not be:']
bdrc-W1KG109100	['items in inlibrary that should not be:']
bdrc-W1KG116063	['items in inlibrary that should not be:']
bdrc-W1KG15416	['items in inlibrary that should not be:']
bdrc-W1KG15580	['items in inlibrary that should not be:']
bdrc-W1KG15896	['items in inlibrary that should not be:']
bdrc-W1KG20787	['items in inlibrary that should not be:']
bdrc-W1KG21998	['items in inlibrary that should not be:']
bdrc-W1KG22420	['items in inlibrary that should not be:']
bdrc-W1KG23742	['items in inlibrary that should not be:']
bdrc-W1KG23749	['items in inlibrary that should not be:']
bdrc-W1KG23754	['items in inlibrary that should not be:']
bdrc-W1KG23757	['items in inlibrary that should not be:']
bdrc-W1KG24217	['items in inlibrary that should not be:']
bdrc-W1KG24524	['items in inlibrary that should not be:']
bdrc-W1KG25909	['items in inlibrary that should not be:']
bdrc-W1KG25915	['items in inlibrary that should not be:']
bdrc-W1KG6202	['items in inlibrary that should not be:']
bdrc-W1KG91163	['items in inlibrary that should not be:']
bdrc-W1KG91164	['items in inlibrary that should not be:']
bdrc-W1KG91165	['items in inlibrary that should not be:']
bdrc-W1KG91166	['items in inlibrary that should not be:']
bdrc-W1KG91171	['items in inlibrary that should not be:']
bdrc-W2CZ7990	['items in inlibrary that should not be:']
bdrc-W2KG207346	['items in inlibrary that should not be:']
bdrc-W2KG207347	['items in inlibrary that should not be:']
bdrc-W2KG207551	['items in inlibrary that should not be:']
bdrc-W2KG207552	['items in inlibrary that should not be:']
bdrc-W2KG207553	['items in inlibrary that should not be:']
bdrc-W2KG207554	['items in inlibrary that should not be:']
bdrc-W3CN17676	['items in inlibrary that should not be:']
bdrc-W3CN17679	['items in inlibrary that should not be:']
bdrc-W3CN17685	['items in inlibrary that should not be:']
bdrc-W3CN9674	['items in inlibrary that should not be:']
bdrc-W4CZ294740	['items in inlibrary that should not be:']
bdrc-W4CZ294911	['items in inlibrary that should not be:']
bdrc-W4CZ294913	['items in inlibrary that should not be:']
bdrc-W4CZ294914	['items in inlibrary that should not be:']
bdrc-W4CZ294915	['items in inlibrary that should not be:']
bdrc-W4CZ294916	['items in inlibrary that should not be:']
bdrc-W4CZ294917	['items in inlibrary that should not be:']
bdrc-W4CZ294918	['items in inlibrary that should not be:']
bdrc-W4CZ294919	['items in inlibrary that should not be:']
bdrc-W4CZ294922	['items in inlibrary that should not be:']
bdrc-W4CZ294923	['items in inlibrary that should not be:']
bdrc-W4CZ294924	['items in inlibrary that should not be:']
bdrc-W4CZ295065	['items in inlibrary that should not be:']
bdrc-W4CZ295070	['items in inlibrary that should not be:']
bdrc-W4CZ295071	['items in inlibrary that should not be:']
bdrc-W4CZ295072	['items in inlibrary that should not be:']
bdrc-W4CZ295074	['items in inlibrary that should not be:']
bdrc-W4CZ295075	['items in inlibrary that should not be:']
bdrc-W4CZ295076	['items in inlibrary that should not be:']
bdrc-W4CZ295077	['items in inlibrary that should not be:']
bdrc-W4CZ295078	['items in inlibrary that should not be:']
bdrc-W4CZ295080	['items in inlibrary that should not be:']
bdrc-W4CZ295081	['items in inlibrary that should not be:']
bdrc-W4CZ295084	['items in inlibrary that should not be:']
bdrc-W4CZ295937	['items in inlibrary that should not be:']
bdrc-W8LS16366	['items in inlibrary that should not be:']
bdrc-W8LS23999	['items in inlibrary that should not be:']
bdrc-W8LS26176	['items in inlibrary that should not be:']
bdrc-W8LS32706	['items in inlibrary that should not be:']
bdrc-W8LS42293	['items in inlibrary that should not be:']
bdrc-W8LS76094	['items in inlibrary that should not be:']
bdrc-W20548	['items not in geo_restricted that should be:']
bdrc-W23184	['items not in geo_restricted that should be:']
bdrc-W23185	['items not in geo_restricted that should be:']
bdrc-W3CN4693	['items not in geo_restricted that should be:']
